部門ＣＤ,現場ＣＤ,処理年月,現場名,自社固定,自社臨時,外注固定,外注臨時,物品売上,食堂売上,総売上,基本給,諸手当,臨時手当,回数１手当,回数２手当,残業手当,深夜手当,休出手当,延長手当,通勤手当,社会保険,総支給額,応援＋,応援－,日勤時間,ﾊﾟｰﾄ時間,日勤人数,ﾊﾟｰﾄ人数,材料費,旧被服費,旧監視機械費,現場旅費交通費,現場福利厚生費,現場通信費,現場雑費,旧現場雑損,現場車両費,契約外注費,臨時外注費,仕入商品,旧物品仕入商品,稼働率,現場リース料
21010,10125,202304,国際物流拠点那覇地区,981000,0,0,0,0,0,981000,380779,30000,0,0,0,0,0,0,66262,0,35864,512905,21802,0,152,297.5,1,3,38310,0,0,30925,0,3546,0,0,0,0,0,0,0,0,2880
21010,10126,202304,自治会館,586080,0,0,0,0,0,586080,296160,0,0,0,0,0,0,0,110670,0,41461,448291,27276,0,0,461,0,3,0,0,0,24022,0,2727,0,0,0,0,0,0,0,0,0
21010,10127,202304,あっぷるタウン,1144000,15500,0,0,0,0,1159500,699020,14000,0,0,0,71486,7778,44456,153296,0,98641,1088677,15840,-153032,210,799.5,1,7,17730,0,0,37181,0,4079,0,0,0,0,0,0,0,0,11800
21010,10135,202304,サンエーハンビータウン,1605700,0,0,0,0,0,1605700,945660,29000,5000,0,0,2138,0,12326,151335,0,122754,1268213,0,-47966,176,1047,1,11,24030,0,0,59149,2400,3507,0,0,0,0,0,0,0,0,17850
21010,10137,202304,住友生命那覇久茂地ビル,365839,0,0,0,0,0,365839,264195,0,0,0,0,0,0,0,22230,0,2238,288663,56694,0,0,287,0,5,62940,0,0,22322,2800,10500,14580,0,0,0,0,0,0,0,0
21010,10146,202304,琉球銀行坂田支店,84000,0,0,0,0,0,84000,51300,0,0,0,0,0,0,0,8550,0,0,59850,0,0,0,70,0,1,0,0,0,4364,0,0,0,0,0,0,0,0,0,0,0
21010,10149,202304,損保ジャパン,138260,0,0,0,0,0,138260,102600,0,0,0,0,0,0,0,0,0,676,103276,0,0,0,120,0,2,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0
21010,10153,202304,サンエーＶ２１にしざき食品館,116400,0,0,0,0,0,116400,102600,0,0,0,0,0,0,0,0,0,0,102600,0,0,0,120,0,2,0,0,0,6200,0,0,0,0,0,0,0,0,0,0,0
21010,10154,202304,ダイキン空調,79500,0,0,0,0,0,79500,51300,0,0,0,0,0,0,0,0,0,0,51300,0,0,0,60,0,1,0,0,0,2473,0,0,0,0,0,0,0,0,0,0,0
21010,10155,202304,メモリアルホール紫雲閣,96000,0,0,0,0,0,96000,66690,0,0,0,0,0,0,0,9832,0,810,77332,0,0,0,80.5,0,1,0,0,0,7966,0,0,0,0,0,0,0,0,0,0,0
21010,10156,202304,サンエーＶ２１たかはら食品館,121900,0,0,0,0,0,121900,104500,0,0,0,0,0,0,0,0,0,532,105032,0,0,0,120,0,3,6110,0,0,6758,0,0,0,0,0,0,0,0,0,0,0
21010,10159,202304,沖縄県健康づくり財団,1180000,0,0,0,0,0,1180000,671940,7000,5000,0,0,94796,0,20475,67320,0,32270,898801,94556,-92624,0,892,0,10,27940,0,0,48737,0,3591,0,0,0,0,0,0,0,0,2818
21010,10162,202304,県民広場地下駐車場,179000,0,0,0,0,0,179000,66240,0,5000,0,0,0,0,0,0,0,0,71240,54129,0,0,72,0,1,41200,0,0,3829,0,0,0,0,0,0,0,0,0,0,0
21010,10166,202304,座波建設本社ビル,68440,0,0,0,0,0,68440,51300,0,0,0,0,0,0,0,0,0,0,51300,0,0,0,60,0,1,2750,0,0,5673,0,0,0,0,0,0,0,0,0,0,0
21010,10167,202304,とよみの杜,1392417,12000,0,0,0,0,1404417,697200,0,0,0,0,13423,0,19622,152274,0,95600,978119,54825,0,192,773,1,9,18466,0,0,36737,26000,3409,0,0,2391,0,0,0,0,0,10100
21010,10169,202304,協同にじクリニック,208000,0,0,0,0,0,208000,64125,0,0,0,0,0,0,0,0,0,0,64125,168908,0,0,72,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21010,10171,202304,老人保健施設ぎのわんおもと園,420000,0,0,0,0,0,420000,273600,0,0,0,0,0,0,0,80100,0,7507,361207,0,0,0,389,0,5,5840,0,0,15698,12650,0,0,0,0,0,0,0,0,0,0
21010,10174,202304,とよみ生協病院,1696513,3000,0,0,0,0,1699513,1061720,39000,10000,0,0,69848,22735,0,169400,0,88147,1460850,65749,-346620,354.5,957.5,2,11,32474,0,0,44371,0,6318,0,0,0,0,0,0,0,0,2905
21010,10176,202304,サンエーＶ２１ながた食品館,191800,0,0,0,0,0,191800,104310,0,0,0,0,0,0,0,51300,0,585,156195,5940,0,0,170,0,2,0,0,0,2718,0,0,0,0,0,0,0,0,0,0,0
21010,10181,202304,産業支援センター,63200,0,0,0,0,0,63200,34200,0,0,0,0,0,0,0,0,0,0,34200,0,0,0,40,0,1,2270,0,0,6273,0,0,0,0,0,0,0,0,0,0,0
21010,10184,202304,サンエー那覇メインプレイス,5705560,926530,0,0,0,0,6632090,4594740,48000,5000,0,0,82294,151121,120149,285510,0,727490,6014304,15167,-82575,1280.5,3954,7,33,147120,0,0,203385,43780,7332,3373,0,0,0,0,0,0,0,25020
21010,10188,202304,沖縄環境調査ビル,85800,0,0,0,0,0,85800,0,0,0,0,0,0,0,0,0,0,0,0,68816,0,0,0,0,0,0,0,0,0,12650,0,0,0,0,0,0,0,0,0,0
21010,10202,202304,沖縄県信用保証協会,160000,0,0,0,0,0,160000,68400,0,0,0,0,0,0,0,25650,0,15653,109703,0,0,0,110,0,1,0,0,0,5291,0,0,0,0,0,0,0,0,0,0,0
21010,10203,202304,うるま地区企業立地サポートセンター,24750,0,0,0,0,0,24750,0,0,0,0,0,0,0,0,0,0,0,0,15048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21010,10204,202304,サンエーなかぐすく店,446400,0,0,0,0,0,446400,274455,0,0,0,0,0,0,0,3420,0,7110,284985,106920,0,0,307,0,4,8800,0,0,13503,2800,0,0,0,909,0,0,0,0,0,0
21010,10206,202304,ロワジールホテル那覇,3244000,0,0,0,0,0,3244000,2101825,33000,0,0,0,161311,114171,52326,333447,0,290357,3086437,95370,-128124,239.5,2400.5,2,23,23540,0,0,126685,0,6273,0,0,0,0,0,0,0,0,2720
21010,10209,202304,コープ牧港店,369000,0,0,0,0,0,369000,270180,0,0,0,0,0,0,0,37620,0,19701,327501,0,0,0,360,0,3,7670,0,0,5817,3678,0,0,0,0,0,0,0,0,0,0
21010,10210,202304,ダブルツリーｂｙヒルトン那覇,427000,0,0,0,0,0,427000,262840,6000,0,0,0,7435,0,0,38474,0,46431,361180,12392,-62135,166,153,1,2,6420,0,0,15124,0,5591,0,0,0,0,0,0,0,0,0
21010,10213,202304,サンエー経塚シティ,3654910,179000,0,0,0,0,3833910,2775653,34000,5000,0,0,25755,48964,0,154581,0,137604,3181557,0,-2341,472,2550,3,32,113144,0,0,104763,8460,682,0,0,0,0,0,0,0,0,0
21010,10215,202304,マリンプラザあがり浜,543000,0,0,0,0,0,543000,359320,0,0,0,0,26400,0,0,19687,0,26912,432319,24288,0,0,452.5,0,6,22190,0,0,22017,-2200,2727,0,0,0,0,0,0,0,0,0
21010,10217,202304,プロト宜野湾ビル,169900,0,0,0,0,0,169900,75240,0,0,0,0,0,0,0,4275,0,809,80324,0,0,0,93,0,1,8120,0,0,5160,5000,0,0,0,0,0,0,0,0,0,0
21010,10218,202304,コープ山内店,355000,0,0,0,0,0,355000,259920,0,0,0,0,0,0,0,5984,0,2464,268368,41619,0,0,291,0,4,4774,0,0,24055,0,0,0,0,1745,0,0,0,0,0,0
21010,10220,202304,那覇東急ＲＥＩホテル,164000,0,0,0,0,0,164000,0,0,0,0,0,0,0,0,0,0,0,0,128040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21010,10222,202304,おもと天久の杜,2700000,38300,0,0,0,0,2738300,2166101,65000,0,0,0,63830,2355,132274,83790,0,262697,2776047,0,-140229,831,1573.5,5,14,79850,0,0,104125,12465,10182,0,0,0,0,0,0,0,0,15518
21010,10225,202304,沖縄セルラースタジアム那覇,720000,0,0,0,0,0,720000,377940,5000,0,0,0,0,0,0,54720,0,31139,468799,0,-3762,168,292,1,3,12440,0,0,16246,14690,6455,0,0,0,0,0,0,0,0,0
21010,10228,202304,素形材産業賃貸工場,42917,0,0,0,0,0,42917,42750,0,0,0,0,0,0,0,3420,0,0,46170,0,-15048,0,46,0,1,1980,0,0,3338,0,0,0,0,0,0,0,0,0,0,0
21010,10229,202304,コープおろく,312000,0,0,0,0,0,312000,221400,0,0,0,0,0,0,0,5220,0,1469,228089,3762,-15840,0,254,0,4,6020,0,0,11905,0,0,0,0,4545,0,0,0,0,0,0
21010,10233,202304,平安病院,2700000,119953,0,0,0,0,2819953,2093144,12000,9396,0,0,32138,0,19179,168427,0,142081,2476365,0,0,326,2177.5,2,21,74480,0,0,86895,-2285,9436,0,0,0,0,0,0,0,0,2905
21010,10234,202304,サンエーＶ２１食品館うえばる団地店,359310,0,0,0,0,0,359310,273140,0,0,0,0,0,0,0,855,0,1633,275628,20200,0,0,281,0,4,4174,0,0,9303,0,0,0,0,0,0,0,0,0,0,0
21010,10238,202304,サンレー中部紫雲閣,137500,0,0,0,0,0,137500,78660,0,0,0,0,0,0,0,1710,0,808,81178,14115,0,0,94,0,1,0,0,0,4203,0,0,0,0,445,0,0,0,0,0,0
21010,10239,202304,西鉄リゾートイン那覇,128000,0,0,0,0,0,128000,0,0,0,0,0,0,0,0,0,0,0,0,95709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21010,10241,202304,那覇新都心センタービル,1868212,180000,0,0,0,0,2048212,623580,10000,0,0,0,44128,76813,0,118034,0,74187,946742,18532,0,193,644,1,6,19890,0,0,33097,0,682,0,0,2636,0,0,0,0,0,0
21010,10243,202304,介護老人保健施設　信成苑,620000,0,0,0,0,0,620000,358480,5000,0,0,0,0,0,0,5645,0,22658,391783,0,0,0,390.5,0,7,11580,0,0,30355,0,0,0,0,0,0,0,0,0,0,0
21010,10244,202304,琉大附属病院機能診断センター,374800,0,0,0,0,0,374800,67500,0,0,0,0,0,0,0,0,0,0,67500,114167,0,0,65,0,1,8050,0,0,2234,0,0,0,0,0,0,0,0,0,0,0
21010,10246,202304,沖縄ＩＴ津梁パーク,1221200,0,0,0,0,0,1221200,516420,0,0,0,0,22444,0,0,143639,0,74603,757106,17383,0,0,771,0,6,178382,0,0,28286,2420,0,0,0,690,0,0,0,0,0,0
21010,10248,202304,地域包括ケアセンターかみはら,299000,12000,0,0,0,0,311000,153045,0,0,0,0,0,0,0,44887,0,6754,204686,45454,-51728,0,231.5,0,2,16000,0,0,2660,0,0,0,0,255,0,0,0,0,0,0
21010,10249,202304,ＪＡおきなわミートパーツセンター,429596,0,0,0,0,0,429596,309600,0,0,0,0,0,0,0,19800,0,3282,332682,172401,-95040,0,346,0,5,18095,0,0,27275,35617,0,0,0,436,0,0,0,0,0,0
21010,10250,202304,沖縄ライフサイエンス研究センター,100000,0,0,0,0,0,100000,68400,0,0,0,0,0,0,0,0,0,718,69118,12408,0,0,68,0,1,4605,0,0,6537,0,0,0,0,1036,0,0,0,0,0,0
21010,10251,202304,沖縄土木設計ビル,90000,0,0,0,0,0,90000,68400,0,0,0,0,0,0,0,1710,0,709,70819,0,0,0,82,0,1,0,0,0,4164,0,0,0,0,0,0,0,0,0,0,0
21010,10253,202304,かもめクリニック,41800,0,0,0,0,0,41800,27360,0,0,0,0,0,0,0,2565,0,0,29925,2341,0,0,35,0,1,1520,0,0,2662,0,0,0,0,0,0,0,0,0,0,0
21010,10254,202304,メイクマン浦添本店,303000,0,0,0,0,0,303000,153900,0,0,0,0,0,0,0,20520,0,19848,194268,33858,0,0,204,0,2,12705,0,0,7200,0,0,0,0,0,0,0,0,0,0,0
21010,10255,202304,沖縄県看護研修センター,407700,0,0,0,0,0,407700,149640,0,0,0,0,0,0,0,69600,0,1460,220700,21278,0,0,252,0,3,7650,0,0,9595,0,0,0,0,0,0,0,0,0,0,0
21010,10256,202304,プロト宜野湾第２ビル,275000,0,0,0,0,0,275000,150480,0,0,0,0,0,0,0,34200,0,21879,206559,0,0,0,216,0,2,9635,0,0,10516,0,0,0,0,0,0,0,0,0,0,0
21010,10257,202304,那覇民主診療所,343980,0,0,0,0,0,343980,253080,0,0,0,0,0,0,0,0,0,1008,254088,70660,0,0,256,0,4,7050,0,0,0,19900,0,0,0,3190,0,0,0,0,0,0
21010,10259,202304,うえむら病院,1560000,0,0,0,0,0,1560000,934100,7000,0,27000,0,1125,0,0,213300,0,148139,1330664,0,-112860,160,1058,1,9,15150,0,0,60483,0,3591,0,0,0,0,0,0,0,0,2695
21010,10260,202304,ＮＴＴデータ,300000,0,0,0,0,0,300000,171000,0,0,0,0,0,0,0,0,0,1754,172754,0,0,0,200,0,2,12110,0,0,12436,0,0,0,0,0,0,0,0,0,0,0
21010,10261,202304,メルキュールホテル沖縄那覇,304000,0,0,0,0,0,304000,141360,0,0,0,0,0,0,0,76760,0,25292,243412,0,0,0,240,0,2,25175,0,0,5471,0,0,0,0,0,0,0,0,0,0,0
21010,10262,202304,糸満協同診療所,343900,0,0,0,0,0,343900,215460,0,0,0,0,0,0,0,87210,0,1466,304136,7194,0,0,322,0,4,5040,0,0,8160,2420,2727,0,0,0,0,0,0,0,0,0
21010,10264,202304,マツモトキヨシ久米店,132800,0,0,0,0,0,132800,34200,0,0,0,0,0,0,0,0,0,0,34200,75240,0,0,40,0,1,3170,0,0,1318,0,0,0,0,0,0,0,0,0,0,0
21010,10267,202304,沖縄ＩＴ津梁パーク３号棟,180600,6302,0,0,0,0,186902,99607,0,0,0,0,0,0,0,6840,0,19981,126428,9405,0,0,118.5,0,1,12400,0,0,6115,0,0,0,0,0,0,0,0,0,0,0
21010,10269,202304,あわせモール,120000,0,0,0,0,0,120000,79515,0,0,0,0,0,0,0,3420,0,0,82935,0,0,0,94,0,2,7260,0,0,7282,0,0,0,0,0,0,0,0,0,0,0
21010,10271,202304,西日本フード,534000,0,0,0,0,0,534000,351500,0,5000,0,0,0,950,0,3800,0,0,361250,0,0,0,358,0,6,12593,0,0,25606,5000,0,0,0,0,0,0,0,0,0,0
21010,10274,202304,沖縄ＩＴ津梁パーク４号棟,196800,21103,0,0,0,0,217903,136800,0,0,0,0,0,0,0,0,0,1419,138219,3762,0,0,160,0,2,26454,0,0,11400,0,0,0,0,0,0,0,0,0,0,0
21010,10276,202304,サンエー浦添西海岸ＰＡＲＣＯＣＩＴＹ,16834909,82900,0,0,0,0,16917809,7308030,59000,10000,0,0,1235908,693173,369310,950235,0,1255059,11880715,0,-44550,3860,6242.5,17,54,444860,0,0,307164,54834,151653,330810,0,160400,0,0,0,0,0,195420
21010,10277,202304,沖縄ＩＴ津梁パーク５号棟,230000,0,0,0,0,0,230000,153900,0,0,0,0,0,0,0,2992,0,1627,158519,1881,0,0,174.5,0,2,4400,0,0,13006,0,0,0,0,0,0,0,0,0,0,0
21010,10278,202304,ケア・クロッシング寄宮,128900,0,0,0,0,0,128900,64980,0,0,0,0,0,0,0,0,0,641,65621,29268,0,0,76,0,1,6150,0,0,2245,0,0,0,0,0,0,0,0,0,0,0
21010,10279,202304,てだこ浦西駅パークアンドライド駐車場,224500,0,0,0,0,0,224500,114600,0,0,0,0,0,0,0,0,0,0,114600,0,0,0,120,0,2,9450,0,0,7118,0,0,0,0,0,0,0,0,0,0,0
21010,10282,202304,沖縄ＩＴ津梁パーク６号棟,302000,21319,0,0,0,0,323319,141930,0,0,0,0,0,0,0,23085,0,1668,166683,1881,0,0,181,0,2,25250,0,0,9652,0,0,0,0,0,0,0,0,0,0,0
21010,10286,202304,おもと会沖縄リハビリテーション福祉学院,266000,0,0,0,0,0,266000,136800,0,0,0,0,0,0,0,10260,0,1451,148511,0,0,0,160,0,2,5805,0,0,5105,0,0,0,0,0,0,0,0,0,0,0
21010,10288,202304,沖縄ＩＴ津梁パーク７号棟,374000,0,0,0,0,0,374000,206910,0,0,0,0,0,428,0,50444,0,2611,260393,0,-55490,0,301,0,3,56565,0,0,15440,0,0,0,0,0,0,0,0,0,0,0
21010,10289,202304,ホテルリソルトリニティ那覇,488000,0,0,0,0,0,488000,0,0,0,0,0,0,0,0,0,0,0,0,314435,0,0,0,0,0,21490,0,0,0,5035,0,0,0,0,0,0,0,0,0,0
21010,10291,202304,おきなわ工芸の杜,638000,0,0,0,0,0,638000,324900,5000,0,0,0,0,0,0,57900,0,30102,417902,0,0,0,416,0,4,4040,0,0,8770,0,2727,0,0,0,0,0,0,0,0,0
21010,10292,202304,レンブラントスタイル那覇,150000,0,0,0,0,0,150000,0,0,0,0,0,0,0,0,0,0,0,0,99000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21010,10295,202304,琉球ホテル＆リゾート名城ビーチ,0,2184458,0,0,0,0,2184458,1318000,30000,0,0,0,29331,0,78314,92000,0,81270,1628915,0,0,196,1228,1,16,0,0,0,95110,2460,3546,0,0,491,0,0,0,0,0,2905
21010,10297,202304,ともかぜ振興会館,147330,0,0,0,0,0,147330,48000,0,0,0,0,0,0,0,0,0,0,48000,0,0,0,48,0,1,361044,0,0,2422,2400,0,0,0,0,0,0,0,0,0,0
21010,19000,202304,全現場（那覇）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1778,0,0,0,0,0,0,0,0,0,0
21020,19102,202304,技術企画（那覇）,3333848,1139210,3290675,200000,0,0,7963733,1985345,83000,0,0,0,329939,111738,10610,64552,0,419620,3004804,11511,-32722,1608,598,9,5,952097,0,0,41508,23150,15547,289165,0,44429,2355100,141200,0,0,0,263295
21030,10101,202304,JICA沖縄センター,2718000,0,0,0,0,0,2718000,1936384,57116,0,0,0,9993,141729,344539,0,0,369270,2859031,0,-272728,1980.5,0,11,0,0,0,0,54263,18200,682,0,0,0,0,0,0,0,0,2760
21030,10125,202304,国際物流拠点那覇地区,1500000,0,0,0,0,0,1500000,1052500,0,0,0,0,0,54144,95543,0,0,143736,1345923,0,-159189,897,200,5,2,0,0,0,55067,13020,3182,0,0,0,0,0,0,0,0,2905
21030,10127,202304,あっぷるタウン,1705000,0,0,0,0,0,1705000,923070,20790,0,0,0,72148,36104,0,0,0,173451,1225563,217175,-212364,850,0,6,0,4778,0,0,32319,3200,0,0,0,0,0,0,0,0,0,2880
21030,10129,202304,与座ポンプ場,915000,0,0,0,0,0,915000,577500,32000,0,30000,0,0,17631,0,0,0,102213,759344,0,0,480,0,3,0,0,0,0,15818,0,5772,0,0,0,0,0,0,0,0,2690
21030,10174,202304,とよみ生協病院,776000,574000,0,0,0,0,1350000,694500,9000,0,0,0,7478,54473,29747,0,0,74827,870025,275537,0,533.5,184,3,2,0,0,0,33147,0,0,0,0,873,0,0,0,0,0,0
21030,10187,202304,糸満市役所,520000,0,0,0,0,0,520000,298000,6000,0,30000,0,0,12994,0,0,0,39134,386128,0,0,320,0,2,0,0,0,0,14782,0,0,0,0,0,0,0,0,0,0,0
21030,10206,202304,ロワジールホテル那覇,2387000,0,0,0,0,0,2387000,1535500,39000,0,0,0,12235,84298,111533,0,0,246755,2029321,0,-197182,1561,0,9,0,0,0,0,55775,0,2864,0,0,0,0,0,0,0,0,0
21030,10219,202304,沖縄協同病院,676000,0,0,0,0,0,676000,342000,0,0,9000,0,21127,33554,0,0,0,59317,464998,80934,0,257,0,2,0,0,0,0,7773,0,0,0,0,1527,0,0,0,0,0,5580
21030,10241,202304,那覇新都心センタービル,942870,0,0,0,0,0,942870,351500,19000,0,0,0,40510,43474,0,0,0,61146,515630,127380,0,334,0,2,0,0,0,0,12213,0,2781,0,0,0,0,0,0,0,0,1
21030,10259,202304,うえむら病院,420000,0,0,0,0,0,420000,209880,0,0,8500,0,0,19676,0,0,0,10328,248384,0,0,240,0,2,0,0,0,0,14795,0,0,0,0,0,0,0,0,0,0,0
21030,10268,202304,ハイアットリージェンシー那覇沖縄,864000,0,0,0,0,0,864000,589000,28000,0,15000,0,59364,35872,0,0,0,112167,839403,0,0,521.5,0,3,0,0,0,0,21436,0,0,0,0,0,0,0,0,0,0,0
21030,10289,202304,ホテルリソルトリニティ那覇,554000,0,0,0,0,0,554000,243755,1953,0,0,0,0,0,16761,0,0,55984,318453,357612,-217175,236.5,0,2,0,0,0,0,8823,16800,0,0,0,0,0,0,0,0,0,0
21040,19104,202304,遠方監視（那覇）,985000,0,445000,0,0,0,1430000,1538500,126000,0,0,0,230432,109115,11686,0,0,341703,2357436,49500,-306397,1589,0,8,0,2400,0,0,73394,0,120049,0,0,7475,207440,0,0,0,0,62940
21051,10101,202304,JICA沖縄センター,637164,858484,0,0,0,0,1495648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,707076,0,0,0,2545,0,0,0,0,0,0,0,0,0,0
21053,10101,202304,JICA沖縄センター,879000,3754,0,0,0,0,882754,594930,50000,0,0,0,3735,0,0,0,0,118377,767042,12602,0,490,0,3,0,0,0,0,21679,0,682,0,0,0,0,0,0,0,0,2760
21054,10101,202304,JICA沖縄センター,2751000,0,0,0,0,0,2751000,1288733,44000,0,0,0,172376,98827,0,0,0,225271,1829207,18832,0,1089,0,7,0,600,0,0,31407,0,1364,0,0,0,0,0,0,0,0,2945
21060,10101,202304,JICA沖縄センター,163180,1100,0,0,0,0,164280,173000,140,5000,0,0,0,0,0,0,0,1806,179946,0,0,0,192,0,4,0,0,0,10874,0,0,0,0,0,0,0,0,0,0,0
21060,10102,202304,ダブルツリーbyヒルトン那覇首里城,2048000,376490,0,0,0,0,2424490,1439520,16000,5000,0,0,40481,0,0,395095,0,164895,2060991,0,-4400,0,1739.5,0,24,4320,0,0,94926,0,5546,0,0,0,0,0,0,0,72.76,2759
21060,10104,202304,ソルヴィータホテル那覇,0,1604500,0,0,0,0,1604500,0,0,0,0,0,0,0,0,0,0,0,0,525124,0,0,0,0,0,467866,0,0,0,0,3546,0,0,0,0,0,0,0,0,2880
21060,10206,202304,ロワジールホテル那覇,14676000,872670,0,0,0,0,15548670,7849836,78500,0,0,0,816679,0,89593,4828000,0,1240644,14903252,42834,-62010,1687,11224.5,9,114,31580,0,0,529065,3000,12023,113397,0,0,0,0,0,0,42,11760
21060,10210,202304,ダブルツリーｂｙヒルトン那覇,4457000,1485490,0,0,0,0,5942490,3143316,38768,0,0,0,59956,0,0,1210400,0,362001,4814441,60544,-478635,570.5,3662.5,4,46,40061,0,0,233476,9660,3546,0,0,0,0,0,0,0,68.64,0
21060,10214,202304,コンフォートホテル那覇県庁前,2022000,494980,0,0,0,0,2516980,1204700,3000,0,0,0,49295,0,0,191000,0,116963,1564958,146707,0,471.5,842.5,4,10,0,0,0,87092,0,20180,0,0,15546,0,0,0,0,69.47,0
21060,10220,202304,那覇東急ＲＥＩホテル,3823000,171750,0,0,0,0,3994750,2030200,38000,20000,0,0,10125,0,0,521375,0,216803,2836503,0,-231990,304,2095,2,29,78500,0,0,118612,0,9228,0,0,0,0,0,0,0,44.7,2759
21060,10239,202304,西鉄リゾートイン那覇,3291000,338125,0,0,0,0,3629125,1908560,25512,15000,0,0,29488,0,47549,381500,0,215855,2623464,0,-100483,727.5,1523.5,4,21,4930,0,0,109090,2091,6410,60910,0,0,0,0,0,0,45.76,2905
21060,10289,202304,ホテルリソルトリニティ那覇,3804000,843280,0,0,0,0,4647280,2686000,20512,0,0,0,58182,0,9593,1070375,0,495765,4340427,7150,-496925,344,3331,2,34,7600,0,0,214981,4830,6410,0,0,0,0,0,0,0,55.03,0
21060,10292,202304,レンブラントスタイル那覇,2545300,220600,0,0,0,0,2765900,1608178,23000,10000,0,0,72928,0,9709,518000,0,245094,2486909,6600,-147070,722.5,1464,4,19,17620,0,0,85512,0,3773,60003,0,0,0,0,0,0,50.64,2760
21060,19000,202304,全現場（那覇）,0,0,0,0,0,0,0,374000,20000,0,0,0,0,0,0,0,0,61482,455482,0,0,320,0,2,0,13800,0,0,22922,6052,682,0,0,8182,0,0,0,0,0,7100
21070,10101,202304,JICA沖縄センター,821000,0,0,0,0,0,821000,534000,25000,0,0,0,0,0,0,0,0,95566,654566,0,0,320,0,2,0,0,0,0,21545,0,10949,0,0,0,0,0,0,0,0,22465
21090,10101,202304,JICA沖縄センター,0,0,0,0,0,1863237,1863237,1473540,40000,0,0,0,0,0,0,32920,0,235937,1782397,0,0,832,408,5,9,82152,0,0,59043,6400,0,13710,0,0,0,0,1056570,0,0,5705
